COMPANY,ADDRESS,CITY,STATE,ZIP,ZIP4,LEGALNAME,PADDRESSLNG,PCITY,PSTATE,PZIP,PCRRT,SICDESC,TITLE,CONTACTNAMECOMP,Corporate Name (Search),UCC URL (Search),Source File,Status (UCC),Date Filed,Expires,Filings Completed Through,UCC Number,Filing Events,Secured Parties Count,Secured Party 1 Name,Secured Party 1 Address,Secured Party 2 Name,Secured Party 2 Address,Secured Party 3 Name,Secured Party 3 Address,Secured Party 4 Name,Secured Party 4 Address,Secured Party 5 Name,Secured Party 5 Address,Debtor Parties Count,Debtor Name,Debtor Address,Document Type,Document Pages,Document Number,Filing Date
Palm Beach Prosthodontics  LLC,1401 Forum Way Ste 800,West Palm Beach,FL,33401-2322,2322,"PALM BEACH PROSTHODONTICS, LLC",1401 Forum Way Ste 800,West Palm Beach,FL,33401-2322,C036,Dentists' Office,Partner,Mr. Miguel J Santamarina,Palm Beach Prosthodontics  LLC,"https://floridaucc.com/search?text=PALM BEACH PROSTHODONTICS, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,02/16/2007,02/16/2017,03/02/2026,200704835302,3,1,,,,,,,,,,,1,"PALM BEACH PROSTHODONTICS, LLC","2521 NORTH FLAGLER DRIVE, WEST PALM BEACH, FL, 33407",UCC1,1,,02/16/2007
S L Powers Telecom,1401 Forum Way Ste 730,West Palm Beach,FL,33401-2322,2322,S L POWERS TELECOM,1401 Forum Way Ste 730,West Palm Beach,FL,33401-2322,C036,Telecommunications Consultant,Owner,Mr. James Anderson,S L Powers Telecom,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Constellation Ltd Partnership,1555 Palm Bch Lks Blvd,West Palm Beach,FL,33401-2323,2323,CONSTELLATION LIMITED PARTNERSHIP,1555 Palm Beach Lakes Blvd Ste 406,West Palm Beach,FL,33401-2323,C043,"Personal Service Agents, Brokers, And Bureaus",Partner,Mr. William Gubelmann,Constellation Ltd Partnership,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
P B C Cultural Counsel,1555 Palm Bch Lakes Blvd,West Palm Beach,FL,33401-2323,2323,P B C CULTURAL COUNSEL,1555 Palm Beach Lakes Blvd,West Palm Beach,FL,33401-2323,,Culture Media,Chief Executive Officer,Ms. Rena Blades,P B C Cultural Counsel,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Palm Bch Cnty Cnvntion Vstors,1555 Palm Bch Lakes Blvd,West Palm Beach,FL,33401-2323,2323,PALM BEACH COUNTY CONVENTION AND VISITORS BUREAU,1555 Palm Beach Lakes Blvd,West Palm Beach,FL,33401-2323,,Convention And Show Services,Principal,Mr. Michael Valdes,Palm Bch Cnty Cnvntion Vstors,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Cove Insurance Agency,1401 Forum Way # 4,West Palm Beach,FL,33401-2325,2325,COVE INSURANCE AGENCY,1401 Forum Way # 4,West Palm Beach,FL,33401-2325,,"Insurance Agents, Nec",Partner,C R Higgins,Cove Insurance Agency,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Law Offices Lewis Williams PA,1555 Palm Bch Lkes Blvd S,West Palm Beach,FL,33401-2327,2327,"LAW OFFICES OF LEWIS & WILLIAMS, P.A.",1555 Palm Beach Lakes Blvd Ste 310,West Palm Beach,FL,33401-2327,,General Practice Law Office,Principal,Mr. Jason L Williams,Law Offices Lewis Williams PA,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Rothell Law Group  PA,1555 Palm Bch Lkes Blvd S,West Palm Beach,FL,33401-2327,2327,"ROTHELL LAW GROUP, P.A.",1555 Palm Beach Lakes Blvd Ste 400,West Palm Beach,FL,33401-2327,,"General Practice Attorney, Lawyer",Partner,Mr. Daniel C Methe,Rothell Law Group  PA,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Ihra Motorsports,1555 Palm Bch Lakes Blvd,West Palm Beach,FL,33401-2327,2327,IHRA MOTORSPORTS,1555 Palm Beach Lakes Blvd Ste 400,West Palm Beach,FL,33401-2327,,"Racing, Including Track Operation",Principal,Ms. Pam Kendrick,Ihra Motorsports,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Cb Management Solutions LLC,1555 Palm Bch Lkes Blvd S,West Palm Beach,FL,33401-2328,2328,CB MANAGEMENT SOLUTIONS LLC,1555 Palm Beach Lakes Blvd Ste 1105,West Palm Beach,FL,33401-2328,,Management Services,Member,Ms. Joanne Telmosse,Cb Management Solutions LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Gelfand & Arpe  PA,1555 Palm Bch Lakes Blvd,West Palm Beach,FL,33401-2329,2329,"GELFAND & ARPE, P.A.",1555 Palm Beach Lakes Blvd Ste 1220,West Palm Beach,FL,33401-2329,,"General Practice Attorney, Lawyer",Partner,Mr. Michael Gelfand,Gelfand & Arpe  PA,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Taplin & Associates,1555 Palm Beach Lakes Blv,West Palm Beach,FL,33401-2329,2329,TAPLIN & ASSOCIATES,1555 Palm Beach Lakes Blvd Ste 1510,West Palm Beach,FL,33401-2329,C043,"General Practice Attorney, Lawyer",President,Mr. Norman E Taplin,Taplin & Associates,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Multilngual Psychthrapy Ctrs I,1639 Forum Pl Ste 7,West Palm Beach,FL,33401-2330,2330,"MULTILINGUAL PSYCHOTHERAPY CENTERS, INC.",1639 Forum Pl Ste 7,West Palm Beach,FL,33401-2330,C036,"Psychotherapist, Except M.D.",President,Ms. Maria Maloof,Multilngual Psychthrapy Ctrs I,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Republican Party Palm Bch Cnty,1555 Palm Bch Lkes Blvd S,West Palm Beach,FL,33401-2333,2333,REPUBLICAN PARTY OF PALM BEACH COUNTY,1555 Palm Beach Lakes Blvd Ste 500,West Palm Beach,FL,33401-2333,,Political Action Committee,Chairman,Ms. Sid Dynerstein,Republican Party Palm Bch Cnty,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Passport Pblcations Media Corp,1555 Palm Bch Lakes Blvd,West Palm Beach,FL,33401-2335,2335,PASSPORT PUBLICATIONS & MEDIA CORPORATION,1555 Palm Beach Lakes Blvd Ste 1550,West Palm Beach,FL,33401-2335,,"Magazines: Publishing Only, Not Printed On Site",President,Mr. Robert Kirschner,Passport Pblcations Media Corp,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Afi Consulting  LLC,1691 Forum Pl Ste B201,West Palm Beach,FL,33401-2336,2336,"AFI CONSULTING, LLC",1691 Forum Pl Ste B201,West Palm Beach,FL,33401-2336,,Advertising Consultant,Manager,Mr. Jose Fernandez,Afi Consulting  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
5nine Software  Inc,1555 Palm Bch Lkes Blvd S,West Palm Beach,FL,33401-2343,2343,"5NINE SOFTWARE, INC.",1555 Palm Beach Lakes Blvd Ste 750,West Palm Beach,FL,33401-2343,,Prepackaged Software,Chief Executive Officer,Ms. Karen Armor,5nine Software  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Christiansen & Jacknin,1555 Palm Bch Lkes Blvd S,West Palm Beach,FL,33401-2360,2360,CHRISTIANSEN & JACKNIN,1555 Palm Beach Lakes Blvd Ste 1010,West Palm Beach,FL,33401-2360,,General Practice Law Office,Partner,Mr. John T Christiansen,Christiansen & Jacknin,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Kareem Food World  Inc,1401 N Tamarind Ave,West Palm Beach,FL,33401-2539,2539,"KAREEM FOOD WORLD, INC.",1401 N Tamarind Ave,West Palm Beach,FL,33401-2539,,"Grocery Stores, Independent",President,Mr. Akram Ayesh,Kareem Food World  Inc,"https://floridaucc.com/search?text=KAREEM FOOD WORLD, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,10/16/1998,10/16/2008,03/02/2026,980000231105,2,1,,,,,,,,,,,1,KAREEM FOOD WORLD INC,"1401 NORTH TARMARINO AVE, WEST PALM BEACH, FL, 33401",UCC1,1,,10/16/1998
Disaster Solutions  LLC,514 14th St,West Palm Beach,FL,33401-2608,2608,"DISASTER SOLUTIONS, LLC",514 14th St,West Palm Beach,FL,33401-2608,,Disaster Service,Managing Member,Ms. Carol J Lewis,Disaster Solutions  LLC,"https://floridaucc.com/search?text=DISASTER SOLUTIONS, LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,06/07/2022,06/07/2027,03/02/2026,202201870013,0,1,,,,,,,,,,,1,DISASTER SOLUTIONS OF FLORIDA LLC,"111 CANAL AVENUE, INDIAN ROCKS BEACH, FL, 33785",UCC1,1,,06/07/2022
Donald R Watren  MD  PA,1500 N Dixie Hwy Ste 102,West Palm Beach,FL,33401-2715,2715,"DONALD R. WATREN, M.D., P.A.",1500 N Dixie Hwy Ste 102,West Palm Beach,FL,33401-2715,C035,"General And Family Practice, Physician/Surgeon",Principal,Mr. Donald R Watren,Donald R Watren  MD  PA,"https://floridaucc.com/search?text=DONALD R. WATREN, M.D., P.A.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,02/25/2003,02/25/2018,03/02/2026,200303347897,3,1,,,,,,,,,,,1,"DONALD R WATREN, MD, PA","1500 NORTH DIXIE HIGHWAY #102, WEST PALM BEACH, FL, 33401",UCC1,1,,02/25/2003
Anesthesia & Pain Medicine PA,1500 N Dixie Hwy Ste 103,West Palm Beach,FL,33401-2715,2715,ANESTHESIA & PAIN MEDICINE PA,1500 N Dixie Hwy Ste 103,West Palm Beach,FL,33401-2715,C035,Offices And Clinics Of Medical Doctors,Manager,Ms. Carol Thomas,Anesthesia & Pain Medicine PA,https://floridaucc.com/search?text=ANESTHESIA & PAIN MEDICINE PA&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,05/19/2005,05/19/2015,03/02/2026,200509717843,2,1,,,,,,,,,,,1,"ANESTHESIA & PAIN MEDICINE, P.A.","1500 NORTH DIXIE HIGHWAY SUITE 103, WEST PALM BEACH, FL, 33401-2715",UCC1,1,,05/19/2005
Kenneth R Beer  MD  PA,1500 N Dixie Hwy Ste 305,West Palm Beach,FL,33401-2717,2717,"KENNETH R. BEER, M.D., P.A.",1500 N Dixie Hwy Ste 305,West Palm Beach,FL,33401-2717,C035,Dermatologist,President,Mr. Kenneth R Beer,Kenneth R Beer  MD  PA,"https://floridaucc.com/search?text=KENNETH R. BEER, M.D., P.A.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,10/27/1998,10/27/2003,03/02/2026,980000239786,0,1,,,,,,,,,,,1,KENNETH R BEER MD PA,"1500 NORTH DIXIE HIGHWAY SUITE 305, WEST PALM BEACH, FL, 33401",UCC1,2,,10/27/1998
Artistry Masters Woodcraft Inc,951 13th St,West Palm Beach,FL,33401-2827,2827,ARTISTRY MASTERS OF WOODCRAFT INC.,951 13th St,West Palm Beach,FL,33401-2827,C041,Customized Furniture And Cabinets,President,Ms. Joan Tedesco,Artistry Masters Woodcraft Inc,https://floridaucc.com/search?text=ARTISTRY MASTERS OF WOODCRAFT INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,06/21/2007,06/21/2027,03/02/2026,200705842922,4,1,,,,,,,,,,,1,ARTISTRY MASTERS OF WOODCRAFT INC,"951 W 13TH ST UNIT 9, RIVIERA BEACH, FL, 34404-0734",UCC1,1,,06/21/2007
Elite Stor Management LLC,400 N Congress Ave,West Palm Beach,FL,33401-2912,2912,ELITE STOR MANAGEMENT LLC,400 N Congress Ave,West Palm Beach,FL,33401-2912,,Management Services,Principal,Mr. Benjamin Macfarland,Elite Stor Management LLC,https://floridaucc.com/search?text=ELITE STOR MANAGEMENT LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,11/19/2018,11/19/2023,03/02/2026,201807051682,1,1,,,,,,,,,,,1,"ELITE STOR MANAGEMENT, LLC","324 DATURA STREET, SUITE 338, WEST PALM BEACH, FL, 33401",UCC1,1,,11/19/2018
Cunningham Drrnce Cnslting Eng,400 Exctive Ctr Dr Ste 10,West Palm Beach,FL,33401-2919,2919,"CUNNINGHAM & DURRANCE CONSULTING ENGINEERS, INC.",400 Executive Center Dr Ste 108,West Palm Beach,FL,33401-2919,,Civil Engineering,President,Mr. Stewart Cunningham,Cunningham Drrnce Cnslting Eng,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Massey  Clark  Fischer  Inc,400 Exctive Ctr Dr Ste 20,West Palm Beach,FL,33401-2922,2922,"MASSEY, CLARK, FISCHER, INC.",400 Executive Center Dr Ste 205,West Palm Beach,FL,33401-2922,,"Insurance Agents, Nec",President,Mr. Hank Massey,Massey  Clark  Fischer  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Calidus Holdings  LLC,400 N Cngress Ave Ste 100,West Palm Beach,FL,33401-2933,2933,"CALIDUS HOLDINGS, LLC",400 N Congress Ave Ste 100,West Palm Beach,FL,33401-2933,,"Real Estate Agent, Commercial",Principal,Mr. Cameron H Jonathan,Calidus Holdings  LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Aristotle Group LLC,1331 8th St,West Palm Beach,FL,33401-3029,3029,ARISTOTLE GROUP LLC,1331 8th St,West Palm Beach,FL,33401-3029,,Real Estate Leasing And Rentals,Managing Member,Duckens Aristilde,Aristotle Group LLC,https://floridaucc.com/search?text=ARISTOTLE GROUP LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,06/27/2020,06/27/2025,03/02/2026,202002511029,0,1,,,,,,,,,,,1,ARISTOTLE GROUP LLC,"1374 SUMMIT PINES BLVD 427, WEST PALM BEACH, FL, 33415",UCC1,1,,06/27/2020
Ywca Palm Beach County  Inc,1016 N Dixie Hwy,West Palm Beach,FL,33401-3306,3306,"YWCA OF PALM BEACH COUNTY, INC.",1016 N Dixie Hwy Fl 1,West Palm Beach,FL,33401-3306,,Youth Organizations,Chief Executive Officer,Ms. Suzanne Turner,Ywca Palm Beach County  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Benitz Building LLC,315 9th St,West Palm Beach,FL,33401-3313,3313,BENITZ BUILDING LLC,315 9th St,West Palm Beach,FL,33401-3313,C029,"New Construction, Single-Family Houses",Managing Member,Mr. Timothy Benitz,Benitz Building LLC,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Palm Beach Institute  Inc,314 10th St,West Palm Beach,FL,33401-3318,3318,"PALM BEACH INSTITUTE, INC.",314 10th St,West Palm Beach,FL,33401-3318,,Substance Abuse Clinics (outpatient),Executive Director,Mr. Dan D Ba,Palm Beach Institute  Inc,"https://floridaucc.com/search?text=PALM BEACH INSTITUTE, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,12/12/1994,12/12/1999,03/02/2026,940000249343,1,1,,,,,,,,,,,1,PALM BEACH INSTITUTE INC,"1017 N OLIVE AVE, WEST PALM BEACH, FL, 33401",UCC1,1,,12/12/1994
Inspire Recovery LLC,909 N Dixie Hwy,West Palm Beach,FL,33401-3329,3329,INSPIRE RECOVERY LLC,909 N Dixie Hwy,West Palm Beach,FL,33401-3329,,Substance Abuse Clinics (outpatient),Principal,Ms. Donna R Weinberger,Inspire Recovery LLC,https://floridaucc.com/search?text=INSPIRE RECOVERY LLC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Filed,07/04/2020,07/04/2030,03/02/2026,202003143864,1,1,,,,,,,,,,,1,INSPIRE RECOVERY LLC,"909 N DIXIE HWY, WEST PALM BEACH, FL, 33401",UCC1,1,,07/04/2020
Palm Print Inc,919 North Dixie Hwy,West Palm Beach,FL,33401-3329,3329,PALM PRINT INC.,919 N Dixie Hwy,West Palm Beach,FL,33401-3329,,Offset Printing,President,Yuda Raz,Palm Print Inc,https://floridaucc.com/search?text=PALM PRINT INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,10/09/1998,10/09/2003,03/02/2026,980000226327,0,1,,,,,,,,,,,1,PALM PRINT INC,"430 CLEMATIS ST, WEST PALM BEACH, FL",UCC1,1,,10/09/1998
Palms Beach Nautical Apparel,1007 N Dixie Hwy,West Palm Beach,FL,33401-3331,3331,PALMS BEACH NAUTICAL APPAREL INC,1007 N Dixie Hwy,West Palm Beach,FL,33401-3331,C033,Uniforms And Work Clothing,President,Mr. Steve Johnson,Palms Beach Nautical Apparel,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
A Nurses Registry  Inc,1411 N Flagler Dr,West Palm Beach,FL,33401-3400,3400,"A NURSES' REGISTRY, INC.",1411 N Flagler Dr Ste 3901,West Palm Beach,FL,33401-3400,C035,Nurses' Registry,Chief Executive Officer,Ms. Nancy Roe,A Nurses Registry  Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
New Age Dermatology  Inc,1411 N Flgler Dr Ste 3900,West Palm Beach,FL,33401-3400,3400,"NEW AGE DERMATOLOGY, INC.",1411 N Flagler Dr Ste 3900,West Palm Beach,FL,33401-3400,,Dermatologist,President,Supriya Tomar,New Age Dermatology  Inc,"https://floridaucc.com/search?text=NEW AGE DERMATOLOGY, INC.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,11/28/2007,11/28/2012,03/02/2026,200707092718,0,1,,,,,,,,,,,1,NEW AGE DERMATOLOGY INC,"1411 N FLAGLER DR, SUITE 7300, WEST PALM BEACH, FL, 33401",UCC1,1,,11/28/2007
Palm Bch Plstic Csmtc Srgery P,1411 N Flagler Dr,West Palm Beach,FL,33401-3404,3404,"PALM BEACH PLASTIC & COSMETIC SURGERY, PLLC",1411 N Flagler Dr Ste 5800,West Palm Beach,FL,33401-3404,C035,Plastic Surgeon,Member,Mr. Fredric M Barr,Palm Bch Plstic Csmtc Srgery P,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Sandra P Sanchez Do,1309 N Flagler Dr,West Palm Beach,FL,33401-3406,3406,SANDRA P SANCHEZ DO,1309 N Flagler Dr,West Palm Beach,FL,33401-3406,C035,"General And Family Practice, Physician/Surgeon",Principal,Ms. Sandra Sanchez,Sandra P Sanchez Do,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Andre J Golino MD and Assoc PA,1411 N Flagler Dr,West Palm Beach,FL,33401-3411,3411,"ANDRE J. GOLINO, M.D. AND ASSOCIATES, P.A.",1411 N Flagler Dr Ste 4000,West Palm Beach,FL,33401-3411,C035,Opthalmologist,President,Mr. Andre J Golino,Andre J Golino MD and Assoc PA,"https://floridaucc.com/search?text=ANDRE J. GOLINO, M.D. AND ASSOCIATES, P.A.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,07/12/2017,07/12/2027,03/02/2026,20170179715X,2,1,,,,,,,,,,,1,"ANDRE J. GOLINO, M.D. AND ASSOCIATES, P.A.","130 BUTLER ST., W. PALM BEACH, FL, 33407",UCC1,1,,07/12/2017
Virshup & Schweitz MD PA,1411 N Flgler Dr Ste 5600,West Palm Beach,FL,33401-3412,3412,VIRSHUP & SCHWEITZ MD PA,1411 N Flagler Dr Ste 5600,West Palm Beach,FL,33401-3412,,"Internal Medicine, Physician/Surgeon",President,Mr. Michael Schweitz,Virshup & Schweitz MD PA,https://floridaucc.com/search?text=VIRSHUP & SCHWEITZ MD PA&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,07/26/1993,07/26/1998,03/02/2026,930000155758,0,1,,,,,,,,,,,1,VIRSHUP & SCHWEITZ MD P A,"1500 N DIXIE HWY, WEST PALM BEACH, FL, 33401",UCC1,3,,07/26/1993
Clive E Roberson MD,1411 N Flgler Dr Ste 6100,West Palm Beach,FL,33401-3412,3412,CLIVE E ROBERSON MD,1411 N Flagler Dr Ste 6100,West Palm Beach,FL,33401-3412,,Allergist,Owner,Mr. Clive E Roberson,Clive E Roberson MD,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Robert S Scoma  MD  PA,1411 N Flagler Dr,West Palm Beach,FL,33401-3413,3413,"ROBERT S. SCOMA, M.D., P.A.",1411 N Flagler Dr Ste 8300,West Palm Beach,FL,33401-3413,C035,"General And Family Practice, Physician/Surgeon",Principal,Mr. Robert Scoma,Robert S Scoma  MD  PA,"https://floridaucc.com/search?text=ROBERT S. SCOMA, M.D., P.A.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,09/17/1998,09/17/2013,03/02/2026,980000207886,3,1,,,,,,,,,,,1,ROBERT S SCOMA MD PA,"1411 N FLAGLER DRIVE STE 8300, WEST PALM BEACH, FL, 33401",UCC1,2,,09/17/1998
John R Jordan Dmd,1515 N Flagler Dr Ste 360,West Palm Beach,FL,33401-3429,3429,JOHN R JORDAN DMD,1515 N Flagler Dr Ste 360,West Palm Beach,FL,33401-3429,,Dentists' Office,Owner,Mr. John R Jordan,John R Jordan Dmd,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Ears  Nose and Throat Practice,1515 N Flagler Dr Ste 600,West Palm Beach,FL,33401-3430,3430,"EARS, NOSE AND THROAT PRACTICE",1515 N Flagler Dr Ste 600,West Palm Beach,FL,33401-3430,,"Ears, Nose, And Throat Specialist: Physician/Surgeon",Partner,Mr. John Murray,Ears  Nose and Throat Practice,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Palm Bch Dbtes Endcrine Spclst,1515 N Flagler Dr Ste 430,West Palm Beach,FL,33401-3430,3430,PALM BEACH DIABETES AND ENDOCRINE SPECIALISTS P A,1515 N Flagler Dr Ste 430,West Palm Beach,FL,33401-3430,C035,"General And Family Practice, Physician/Surgeon",President,Mr. William Kaye,Palm Bch Dbtes Endcrine Spclst,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Slade Condominium,1551 N Flagler Dr,West Palm Beach,FL,33401-3438,3438,SLADE CONDOMINIUM,1551 N Flagler Dr,West Palm Beach,FL,33401-3438,C035,Condominium Association,Principal,Mr. Jack Mcgregor,Slade Condominium,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Jon E Schmidt & Associates Inc,1551 N Flagler Dr Ste 102,West Palm Beach,FL,33401-3454,3454,E SCHMIDT JON & ASSOCIATES INC,1551 N Flagler Dr Ste 102,West Palm Beach,FL,33401-3454,,Landscape Architects,Principal,Mr. Jon Schmidt,Jon E Schmidt & Associates Inc,https://floridaucc.com/search?text=E SCHMIDT JON & ASSOCIATES INC&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,08/09/2013,08/09/2018,03/02/2026,201309607786,0,1,,,,,,,,,,,1,"JON E SCHMIDT & ASSOCIATES, INC","2247 PALM BEACH LAKES BLVD, SUITE 101, WEST PALM BEACH, FL, 33409",UCC1,1,,08/09/2013
Murray & Guari Trial Attys Pl,1525 N Flagler Dr,West Palm Beach,FL,33401-3460,3460,MURRAY & GUARI TRIAL ATTORNEYS PL,1525 N Flagler Dr,West Palm Beach,FL,33401-3460,,"General Practice Attorney, Lawyer",Partner,Mr. Scott Murray,Murray & Guari Trial Attys Pl,https://floridaucc.com/search?text=MURRAY & GUARI TRIAL ATTORNEYS PL&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,10/07/2009,10/07/2019,03/02/2026,20090132114X,2,1,,,,,,,,,,,1,MURRAY & GUARI TRIAL ATTORNEYS PL,"1525 N FLAGLER DR STE 100, WEST PALM BEACH, FL, 33401",UCC1,1,,10/07/2009
Avicenna Laser Technology Inc,1209 N Flagler Dr,West Palm Beach,FL,33401-3509,3509,AVICENNA LASER TECHNOLOGY INC,1209 N Flagler Dr,West Palm Beach,FL,33401-3509,,Surgical And Medical Instruments,Chief Executive Officer,Mr. Bruce Coren,Avicenna Laser Technology Inc,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Robert Shalhoub PA  Law Ofcs,1011 N Olive Ave,West Palm Beach,FL,33401-3511,3511,THE ROBERT SHALHOUB PA LAW OFFICES OF,1011 N Olive Ave,West Palm Beach,FL,33401-3511,C033,"General Practice Attorney, Lawyer",President,Mr. Robert M Shalhoub,Robert Shalhoub PA  Law Ofcs,,Search1600.csv,No close match,,,,,,,,,,,,,,,,,,,,,,,
Shopworks LLC,1101 N Olive Ave,West Palm Beach,FL,33401-3513,3513,SHOPWORKS L.L.C.,1101 N Olive Ave,West Palm Beach,FL,33401-3513,,Prepackaged Software,Chief Technology Officer,Mr. Jay Malanga,Shopworks LLC,https://floridaucc.com/search?text=SHOPWORKS L.L.C.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard,Search1600.csv,Lapsed,11/14/2005,11/14/2010,03/02/2026,200501147274,0,1,,,,,,,,,,,1,"SHOPWORKS, LLC","13451 79 COURT NORTH, WEST PALM BEACH, FL, 33412",UCC1,1,,11/14/2005
James N Brown  PA,1110 N Olive Ave,West Palm Beach,FL,33401-3514,3514,"JAMES N. BROWN, P.A.",1110 N Olive Ave,West Palm Beach,FL,33401-3514,C033,General Practice Law Office,President,Mr. James N Brown,James N Brown  PA,"https://floridaucc.com/search?text=JAMES N. BROWN, P.A.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Filed,07/16/2020,07/16/2030,03/02/2026,202003434761,1,1,,,,,,,,,,,1,"JAMES N BROWN, P.A.","1110 N OLIVE AVE, WEST PALM BEACH, FL, 33401",UCC1,1,,07/16/2020
Mark Sisko  DDS  PA,1117 N Olive Ave Ste 102,West Palm Beach,FL,33401-3591,3591,"MARK SISKO, D.D.S., P.A.",1117 N Olive Ave Ste 102,West Palm Beach,FL,33401-3591,,Dentists' Office,Owner,Mr. Mark Sisko,Mark Sisko  DDS  PA,"https://floridaucc.com/search?text=MARK SISKO, D.D.S., P.A.&searchOptionType=LegacySearch&searchOptionSubOption=FiledAndLapsedActualDebtorNameList&searchCategory=Standard",Search1600.csv,Lapsed,07/27/1989,07/27/1999,03/02/2026,890000200445,2,1,,,,,,,,,,,2,SISKO GERALD DDS,"1117 N OLIVE AVE, WEST PALM BEACH, FL, 33407",UCC1,2,,07/27/1989
